product,sub_product,issue,sub_issue,submitted_via,company,month_year,state,timely,company_response,number_of_complaints
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",February 2022,ID,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",February 2022,KS,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",February 2022,ME,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",February 2022,SD,Yes,Closed with explanation,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",January 2022,ID,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",January 2022,NM,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",January 2022,WV,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",June 2021,WY,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",March 2022,AR,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",March 2022,DC,Yes,Closed with explanation,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",March 2022,HI,Yes,Closed with explanation,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",March 2022,IA,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",March 2022,KS,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",March 2022,ME,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",March 2022,MN,Yes,Closed with explanation,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",March 2022,MT,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",March 2022,NM,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",March 2022,OR,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",March 2022,PR,Yes,Closed with explanation,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",March 2022,RI,Yes,Closed with explanation,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",March 2022,UT,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",March 2022,WY,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",May 2021,AK,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",May 2021,ND,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",May 2021,SD,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",November 2021,WV,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",October 2021,NH,Yes,Closed with explanation,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"EQUIFAX, INC.",October 2021,VT,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,"Eastern Account Systems of Connecticut, Inc.",April 2022,CT,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,EdFinancial Services,April 2022,KY,Yes,Closed with explanation,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,Experian Information Solutions Inc.,April 2022,AL,Yes,Closed with explanation,3
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,Experian Information Solutions Inc.,April 2022,AR,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,Experian Information Solutions Inc.,April 2022,AR,Yes,Closed with non-monetary relief,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,Experian Information Solutions Inc.,April 2022,AZ,Yes,Closed with explanation,3
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,Experian Information Solutions Inc.,April 2022,AZ,Yes,Closed with non-monetary relief,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,Experian Information Solutions Inc.,April 2022,CA,Yes,Closed with explanation,3
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,Experian Information Solutions Inc.,April 2022,CA,Yes,Closed with non-monetary relief,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,Experian Information Solutions Inc.,April 2022,CO,Yes,Closed with explanation,2
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,Experian Information Solutions Inc.,April 2022,CT,Yes,Closed with explanation,1
"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,Incorrect information on your report,Account status incorrect,Web,Experian Information Solutions Inc.,April 2022,DE,Yes,Closed with explanation,2
